-1,264,-1,-1,-1,-1,-1,-1,-1,-1,329,330,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,325,326,327,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,361,362,363,-1,-1,-1,-1,-1,-1,329,330,331,-1,-1,357,358,359,-1,-1,-1,-1,329
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,393,394,395,-1,-1,-1,-1,-1,-1,361,362,363,-1,-1,389,390,391,-1,-1,-1,-1,361
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,425,426,427,-1,-1,-1,-1,-1,-1,393,394,395,-1,-1,421,422,423,-1,-1,-1,-1,393
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,425,426,427,-1,-1,-1,-1,-1,-1,-1,-1,-1,425
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,325,326,327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,358,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,329,330,331,-1,-1,-1,-1,389,390,391,-1,-1,-1,-1,-1,-1,329,330,331,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,361,362,363,-1,-1,-1,-1,421,422,423,-1,-1,-1,-1,-1,-1,361,362,363,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,393,394,395,-1,-1,-1,-1,-1,-1,-1,-1,-1,309,310,-1,-1,393,394,395,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,425,426,427,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342,-1,-1,425,426,427,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,325,326
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,40,41,42,43,44,45,46,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,357,358
-1,264,-1,-1,-1,325,326,327,-1,-1,-1,-1,71,72,73,74,75,76,77,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,389,390
-1,264,-1,-1,-1,357,358,359,-1,-1,-1,-1,103,104,105,106,107,108,109,110,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,421,422
-1,264,-1,-1,-1,389,390,391,-1,-1,-1,-1,135,136,137,138,139,140,141,142,143,-1,-1,325,326,327,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,421,422,423,-1,-1,-1,369,167,168,169,170,171,172,173,174,-1,-1,-1,357,358,359,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389,390,391,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,330,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,421,422,423,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,361,362,363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,329,330
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,393,394,395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,361,362
-1,264,-1,-1,-1,-1,325,326,327,-1,-1,425,426,427,-1,-1,-1,325,326,327,-1,-1,-1,-1,-1,329,330,331,-1,-1,393,394
-1,264,-1,-1,-1,-1,357,358,359,-1,-1,-1,-1,-1,-1,-1,-1,357,358,359,-1,-1,-1,-1,-1,361,362,363,-1,-1,425,426
-1,264,-1,-1,-1,-1,389,390,391,-1,-1,-1,-1,68,69,70,-1,389,390,391,-1,-1,-1,-1,-1,393,394,395,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,421,422,423,-1,-1,-1,-1,100,101,102,-1,421,422,423,-1,-1,-1,-1,-1,425,426,427,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,133,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,296,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,298,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
