517,780,781,546,782,783,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,598,599,600,601,602,517
517,812,813,546,814,815,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,630,631,632,633,634,517
517,844,845,546,846,847,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,662,663,664,665,666,517
517,876,877,546,878,879,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,694,695,696,697,698,517
517,780,781,546,782,783,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,726,727,728,729,730,517
517,644,645,546,814,815,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,598,599,600,601,602,517
517,676,677,546,846,847,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,630,631,632,633,634,517
517,708,709,546,878,879,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,662,663,664,665,666,517
517,780,781,546,782,783,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,694,695,696,697,698,517
517,812,813,546,814,815,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,726,727,728,729,730,517
517,844,845,546,846,847,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,598,599,600,601,602,517
517,876,877,546,878,879,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,630,631,632,633,634,517
517,780,781,546,782,783,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,662,663,664,665,666,517
517,644,645,546,814,815,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,694,695,696,697,698,517
517,676,677,546,846,847,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,726,727,728,729,730,517
517,708,709,546,878,879,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,598,599,600,601,602,517
517,780,781,546,782,783,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,630,631,632,633,634,517
517,812,813,546,814,815,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,662,663,664,665,666,517
517,844,845,546,846,847,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,694,695,696,697,698,517
517,876,877,546,878,879,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,726,727,728,729,730,517
517,644,645,546,782,783,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,598,599,600,601,602,517
517,676,677,546,814,815,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,630,631,632,633,634,603
517,708,709,546,782,783,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,662,663,664,665,666,635
517,876,877,546,723,724,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,694,695,696,697,698,667
517,780,781,546,691,692,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,726,727,728,729,730,699
517,644,645,546,723,724,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,726,727,728,729,730,731
517,676,677,546,755,756,737,738,739,582,583,584,585,586,739,582,583,584,585,586,584,585,584,585,584,584,585,759,760,761,762,763
517,708,709,546,787,788,769,770,771,614,615,616,617,618,771,614,615,616,617,618,616,617,616,617,616,616,617,791,792,793,794,795
517,817,818,819,819,820,821,822,803,801,802,803,804,805,578,578,578,578,578,578,578,578,578,578,819,820,822,823,824,825,826,827
517,849,850,851,851,852,853,854,835,833,834,835,836,837,610,610,610,610,610,610,610,610,610,610,851,852,854,855,856,857,858,859
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,886,887,888,889,890,891
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,918,919,920,921,922,923
